Title,Size(m2),#Room,Price(TL),Date,District, Neigborhood, Address,Page Number
"Suat Demir den Manzaralı, Güney Cepheli , terasli",380,6+1,120000,12-07-2023,Bebek,NA,Bebek,24
BEŞİKTAŞ ARNAVUTKÖY SAHİLDE 1+1 TADİLATLI BAKIMLI STÜDYO DAİRE,87,1+1,28000,12-07-2023,Arnavutköy,Arnavutköy Mh.,Arnavutköy Arnavutköy Mh.,24
BEŞİKTAŞ DİKİLİTAŞ'TA 3+1 KİRALIK DAİRE,125,3+1,28000,12-07-2023,Gayrettepe,Dikilitaş Mh.,Gayrettepe Dikilitaş Mh.,24
ETİLERDE 3+1 120 M2 DAİRE ÖĞRENCİ BEKAR BAY BAYANA UYGUN,120,3+1,26000,12-07-2023,Etiler,NA,Etiler,24
Dikilitaş'ta Bahçeli 2+1 Kiralık Daire,90,2+1,20000,12-07-2023,Gayrettepe,Dikilitaş Mh.,Gayrettepe Dikilitaş Mh.,24
"Maçka Armani Residence Yanı Başında,150m2 Boğaz Manzaralı Dublex",150,3.5+1,30000,12-07-2023,Türkali,Vişnezade Mh.,Türkali Vişnezade Mh.,24
ÇİFTÇİ TOWERS'TA 220m2 MUHTEŞEM 3+1 KİRALIK DAİRE,220,3+1,130000,12-07-2023,Levazım,Levazım Mh.,Levazım Levazım Mh.,24
Beşiktaş Aksu Emlak Nüzhetiye Cad Emsalsiz Dubleks Kiralık Daire,480,7+1,45000,12-07-2023,Türkali,Muradiye Mah.,Türkali Muradiye Mah.,24
KONAK EMLAK EŞYALI 3+1 CADDE ÜZERİ KİRALIK DAİRE,130,3+1,20000,13-07-2023,Türkali,Türkali Mh.,Türkali Türkali Mh.,24
,,,NA,2023-07-20,,NA,,24
Akmerkez karşisi belediye sitesinde lüks ferah daire,90,2+1,25000,12-07-2023,Etiler,NA,Etiler,24
ORTAKÖY 2+1 KİRALIK BOĞAZ MANZARALI KAPALI OTOPARKLI YARI EŞYALI,100,2+1,24500,12-07-2023,Ortaköy,Mecidiye Mah.,Ortaköy Mecidiye Mah.,24
Beşiktaş Sadece Kadın Ev Arkadaşı,140,2+1,8000,16-07-2023,Türkali,Muradiye Mah.,Türkali Muradiye Mah.,24
"METE'dn Nisbetiye10'da Ultraluks,2+1 128m2 Eşyalı Kiralık Daire",128,2+1,100000,14-07-2023,Etiler,NA,Etiler,24
"SİZE ÖZEL ÇANAKKALE SERAMİK SİTESİNDE, METROYA ÇOK YAKIN 3+1",120,3+1,30000,13-07-2023,Etiler,NA,Etiler,24
Etiler Çamlık'ta Bahçe Kullanımlı 1+1 Kiralık Daire,65,1+1,55000,12-07-2023,Etiler,NA,Etiler,24
GAYRETTEPE DE İÇİ YENİLENMİŞ 125m² 3+1 ŞAHANE ARAKAT DAİRE,125,3+1,23500,12-07-2023,Gayrettepe,NA,Gayrettepe,25
BAYRAKTAR'da BEŞIKTAŞ BARBAROS'da 1.KAT TADİLATLI KULLANIŞLI 2+1,100,2+1,18500,12-07-2023,Abbasağa,Cihannüma Mh.,Abbasağa Cihannüma Mh.,25
BEBEK'TE 6-12 AY KİRALAMAYA UYGUN EŞYALI 3+1 DAİRE,114,3+1,47950,13-07-2023,Bebek,NA,Bebek,25
LEVENT AKTAŞ. SİTESİNDE YENİLENİCEK LÜKS DAİRE,135,3+1,30000,12-07-2023,Levazım,Levazım Mh.,Levazım Levazım Mh.,25
BEŞİKTAŞ ORTAKÖY MERKEZİ KONUMDA FUL EŞYALI BALKONLU 2+1 DAİRE,95,2+1,21000,12-07-2023,Ortaköy,Mecidiye Mah.,Ortaköy Mecidiye Mah.,25
Beşiktaş Yeni Eşyalı 3+1 Kiralık (1236),114,3+1,47990,13-07-2023,Bebek,NA,Bebek,25
,,,NA,2023-07-20,,NA,,25
ARNAVUTKÖY MERKEZDE 2 ODA SALON KOMBİLİ MASRAFSIZ ÇATI KATI...,75,2+1,25000,12-07-2023,Arnavutköy,Arnavutköy Mh.,Arnavutköy Arnavutköy Mh.,25
SAHİBİNDEN BEŞİKTAŞ OTEL KONSEPTİNDE FULL EŞYALI FATURALAR DAHİL,78,1+1,27500,12-07-2023,Gayrettepe,NA,Gayrettepe,25
"2+1 BEŞİKTAŞ ACIBADEM,AMERİKAN HAST.AYLIK,YILLIK EŞYALI DAİRE",86,2+1,35000,12-07-2023,Gayrettepe,Dikilitaş Mh.,Gayrettepe Dikilitaş Mh.,25
BEŞİKTAŞ FULL EŞYALI DAİREM YABANCILARIN OTURUM İZNİ İÇİN UYGUND,74,1+1,29500,12-07-2023,Gayrettepe,NA,Gayrettepe,25
Beşiktaş merkez de kiralık full eşyalı daire,84,2+1,49000,12-07-2023,Gayrettepe,Dikilitaş Mh.,Gayrettepe Dikilitaş Mh.,25
Akaretler'de içi sıfıranmış full beyaz eşyalı bahçeli 3+1,140,3+1,30000,12-07-2023,Türkali,Vişnezade Mh.,Türkali Vişnezade Mh.,25
"Boğaz Manzaralı 3,5+1 Balkonlu Lüx Dizayn Full Eşyalı 6. Kat",160,3.5+1,200000,12-07-2023,Bebek,NA,Bebek,25
NÜANS'TAN ULUS THY SİTESİNDE FULL EŞYALI GENİŞ 2+1 DAİRE,110,2+1,40000,12-07-2023,Ortaköy,Ortaköy Mh.,Ortaköy Ortaköy Mh.,25
FIRSAT KÖŞE DAİRE KARANLIK ODASI YOK OTOPARKLI BOŞŞŞ,95,2+1,15000,12-07-2023,Gayrettepe,NA,Gayrettepe,25
"BEŞİKTAŞ ÇARŞI'DA ,EŞYALI,1+1 KİRALIK DAİRE",60,1+1,17000,12-07-2023,Abbasağa,Cihannüma Mh.,Abbasağa Cihannüma Mh.,25
Kuruçeşme İmar Sitesi'nde manzaralı Daire,110,3+1,65000,12-07-2023,Arnavutköy,Kuruçeşme Mh.,Arnavutköy Kuruçeşme Mh.,25
ORTAKÖY de 2+1 BALKONLU İÇİ YAPILI EŞYALI KİRALIK DAİRE,86,2+1,35000,13-07-2023,Ortaköy,Ortaköy Mh.,Ortaköy Ortaköy Mh.,25
ORTAKÖY'DE CADDE ÜZERİ 1+1 70 M2 FULL EŞYALI BALKONLU KİRALIK,80,1+1,16000,12-07-2023,Ortaköy,Ortaköy Mh.,Ortaköy Ortaköy Mh.,25
ABN 'den Etiler Metroya 50m Kiralık Merkezi Konumda Ferah Daire,130,3+1,40000,13-07-2023,Etiler,NA,Etiler,25
BEŞİKTAŞ ABBASAĞA MAH FULL EŞYALI KİRALIK DAİRE,140,3+1,30000,12-07-2023,Abbasağa,Abbasağa Mh.,Abbasağa Abbasağa Mh.,26
BEŞİKTAŞ ORTAKÖY LOZAN SOKAKTA FULL EŞYALI KİRALIK 2+1 DAİRE,95,2+1,23250,12-07-2023,Ortaköy,Mecidiye Mah.,Ortaköy Mecidiye Mah.,26
,,,NA,2023-07-20,,NA,,26
IHLAMUR CADDE ÜZERİNDE....2+1... ..BALKONLU.......,90,2+1,16000,14-07-2023,Türkali,Türkali Mh.,Türkali Türkali Mh.,26
"AHMET PAÇA'DAN PRESTİJLİ FULL AKTİVİTELİ,HAVUZLU SİTEDE,4+1",230,4+1,100000,14-07-2023,Levazım,Ulus Mah.,Levazım Ulus Mah.,26
KANYON VE LEVENT'E 10 DK MESAFEDE FULL EŞYALI KİRALIK DAİRE,80,2+1,18000,13-07-2023,Levent,NA,Levent,26
ETİ'DEN ORTAKÖY'DE ÇOK TEMİZ TAM EŞYALI MOBİLYALI 2+1 85M2 2.KAT,85,2+1,22000,12-07-2023,Ortaköy,Mecidiye Mah.,Ortaköy Mecidiye Mah.,26
ONUR EMLAKTAN 4.LEVENT HUKUKÇULAR SİTESİNDE 150M2 İÇİ YAPILI,150,3+1,40000,12-07-2023,Levent,Konaklar Mah.,Levent Konaklar Mah.,26
ORTAKÖY KİRALIK BOĞAZ MANZARALI/FULLY FURNISHED 1+0 APARTMENT,60,Stüdyo (1+0),36000,12-07-2023,Ortaköy,Ortaköy Mh.,Ortaköy Ortaköy Mh.,26
MAÇKA ARMANİ 190m2 MUHTEŞEM 2+1 BALKONLU DAİRE,190,2+1,120000,12-07-2023,Türkali,Vişnezade Mh.,Türkali Vişnezade Mh.,26
Atlas'dan Ortaköy Sahile Yakın Faturalar Dahil Full Eşyalı Daire,35,Stüdyo (1+0),13000,12-07-2023,Ortaköy,Ortaköy Mh.,Ortaköy Ortaköy Mh.,26
Beşiktaş Yeni Eşyalı 3+1 Kiralık (1250),114,3+1,38490,13-07-2023,Levazım,Kültür Mh.,Levazım Kültür Mh.,26
"PRİVATE dan, kısa katlı da Müstakil girişli dubleks",300,5.5+1,120000,12-07-2023,Etiler,NA,Etiler,26
Ulus'da güvenli semtte harika lokasyonda kiralık 2+1,90,2+1,20000,12-07-2023,Levazım,Kültür Mh.,Levazım Kültür Mh.,26
Ulusta 2+1,85,2+1,17000,12-07-2023,Levazım,Ulus Mah.,Levazım Ulus Mah.,26
KONAK EMLAK YENİ BİNA 2+1 KİRALIK DAİRE,100,2+1,27800,12-07-2023,Abbasağa,Abbasağa Mh.,Abbasağa Abbasağa Mh.,26
"METE'den Etiler ''Çamlık'ta'',Deniz Manzaralı,Balk­onlu,Ultralux",200,2+1,140000,15-07-2023,Etiler,NA,Etiler,26
ULUS SAVOY SİTESİNDE 4.5+1 BOŞ KİRALIK BAHÇE DUBLEKSİ,255,4.5+1,355000,12-07-2023,Ortaköy,Ortaköy Mh.,Ortaköy Ortaköy Mh.,26
Beşiktaş Merkez de İyi Konum da Lüx Sıfır Daire,170,3+1,50000,12-07-2023,Türkali,Vişnezade Mh.,Türkali Vişnezade Mh.,26
YILMAZ EMLAK ORTAKÖYDE MERKEZDE ARAKAT EŞYALI BALKONLU DAİRE,95,2+1,21000,12-07-2023,Ortaköy,Mecidiye Mah.,Ortaköy Mecidiye Mah.,26
ETİLERDE 150m2 30000,150,3+1,30000,12-07-2023,Etiler,NA,Etiler,26
ETİLERDE 150m2 30000,150,3+1,30000,12-07-2023,Etiler,NA,Etiler,27
Teşvikiye-Beşiktaş arası 5 yıldızlı Hotel Konforunda Eşyalı,65,1+1,18000,13-07-2023,Türkali,Muradiye Mah.,Türkali Muradiye Mah.,27
ULUS SOL TARAFTA SITEDE KİRALIK 4+2 LUKS BAHCE DUBLEKSI 350m2,350,5+1,280000,12-07-2023,Levazım,Ulus Mah.,Levazım Ulus Mah.,27
ORTAKÖY'DE NEZİH SOKAKTA FULL EŞYALI 2+2 90M2 KİRALIK DAİRE,100,2+2,16850,13-07-2023,Ortaköy,Ortaköy Mh.,Ortaköy Ortaköy Mh.,27
kiralık zorluya yürüme mesafesinde eşyalı 4+1 temiz ferah daire,180,4+1,55000,13-07-2023,Levazım,Levazım Mh.,Levazım Levazım Mh.,27
ORTAKÖY'DE OTOPARKLI YENİ BİNADA 1+1 FULL EŞYALI KİRALIK DAİRE,75,1+1,19950,13-07-2023,Ortaköy,Mecidiye Mah.,Ortaköy Mecidiye Mah.,27
WHITE GAYRİMENKUL CADDEYE PARALEL FERAH DAİRE,50,1+1,27000,12-07-2023,Ortaköy,Mecidiye Mah.,Ortaköy Mecidiye Mah.,27
KÜÇÜK BEBEK'TE GENİŞ BAHÇE KULLANIMLI MASRAFSIZ KISMİ EŞYALI 1+1,90,1+1,35000,11-07-2023,Bebek,NA,Bebek,27
AKMERKEZ KARŞISI - KOMPLE TADİLATLI - GENİŞ SALON - 170 M2 - 3+1,170,3.5+1,60000,12-07-2023,Etiler,NA,Etiler,27
Yüksel Önder'den Abbasağa'da Boğaz Manzaralı 2+1 100m2 Eşyalı,100,2+1,35000,12-07-2023,Abbasağa,Cihannüma Mh.,Abbasağa Cihannüma Mh.,27
Gayrettepe İşbankalılar Sitesinde Bakımlı 3+1,175,3+1,38000,12-07-2023,Gayrettepe,NA,Gayrettepe,27
"METE'den Ulus A+Sitede 4+2 Teraslı,Balkonlu Çatı Dublex Daire",348,4+2,150000,14-07-2023,Levazım,Ulus Mah.,Levazım Ulus Mah.,27
BEŞİKTAŞ ŞAİRNEDİM 1+1 KOMBİLİ 1.5 YILLIK BİNA,65,1+1,23000,11-07-2023,Türkali,Vişnezade Mh.,Türkali Vişnezade Mh.,27
ETİLER ULUS MAH. DE SİTE İÇERİSİNDE KİRALIK DAİRE,126,3+1,47500,11-07-2023,Levazım,Ulus Mah.,Levazım Ulus Mah.,27
ETİLERDE BOĞAZİÇİ ÜNİVERSİTESİ'NEYAKIN EŞYALI 2+1 KİRALIK DAİRE,130,2+1,30000,11-07-2023,Etiler,NA,Etiler,27
Etiler Akmerkez Karşısı Bahçekatı 2+1 Kiralık Daire,115,2+1,30000,11-07-2023,Levazım,Kültür Mh.,Levazım Kültür Mh.,27
"BEŞİKTAŞ BARBAROS BULVARI'NA 2. APT ,3 ÖĞRENCİ KALABİLiR ,EŞYALI",90,3+1,28000,11-07-2023,Abbasağa,Cihannüma Mh.,Abbasağa Cihannüma Mh.,27
Beşiktaş'ta Kiralık 3+1 Masrafsız Temiz Daire,125,3+1,20000,11-07-2023,Türkali,Türkali Mh.,Türkali Türkali Mh.,27
Kız Ev arkadaş Bir ay için,170,3+1,10000,11-07-2023,Ortaköy,Mecidiye Mah.,Ortaköy Mecidiye Mah.,27
YILMAZ EMLAK ORTAKÖYDE MERKEZDE ESYALI ARAKAT BALKONLU DAİRE,75,1+1,16000,11-07-2023,Ortaköy,Ortaköy Mh.,Ortaköy Ortaköy Mh.,27
Yıllık kiralık ve Eşyalar satılık,95,2+1,15000,11-07-2023,Gayrettepe,Dikilitaş Mh.,Gayrettepe Dikilitaş Mh.,28
GAYRETTEPE YILDIZ POSTA CADDESİNDE DENİZ MANZARALI BAKIMLI 4+1,175,4+1,45000,11-07-2023,Gayrettepe,NA,Gayrettepe,28
Bjk Aksu Emlak Nüzhetiye Cad 2 Teraslı 7+1 Kiralık Dubleks Daire,480,7+1,45000,12-07-2023,Türkali,Muradiye Mah.,Türkali Muradiye Mah.,28
"49 REALTY'DEN LEVAZIM,ULUS,SIFIR BİNA,TERASLI BOĞAZ MANZARA 2+1",220,2+1,75000,13-07-2023,Levazım,Ulus Mah.,Levazım Ulus Mah.,28
BİRKENT SİTESİ ZORLU AVM YAKINI 3+1 KİRALIK DAİRE,120,3+1,31800,11-07-2023,Levazım,Levazım Mh.,Levazım Levazım Mh.,28
MAÇKA ARMANİ RESİDENCE 3.5+1 KİRALIK DAİRE,265,3.5+1,200000,13-07-2023,Türkali,Vişnezade Mh.,Türkali Vişnezade Mh.,28
Beşiktaş 'ta Merkezi Konumda 100 m2 Net Kiralık 3+1 Daire,140,3+1,30000,11-07-2023,Gayrettepe,NA,Gayrettepe,28
BEŞİKTAŞ ÇARŞIDA 1+1 YENİ BİNADA ASANSÖRLÜ TEMİZ DAİRE,62,1+1,20000,11-07-2023,Türkali,Türkali Mh.,Türkali Türkali Mh.,28
ORTAKÖY SIRTLARINDA FULL EŞYALI BOĞAZ MANZARALI KİRALIK 2+1,85,2+1,26000,11-07-2023,Ortaköy,Ortaköy Mh.,Ortaköy Ortaköy Mh.,28
ARNAVUTKÖY'DE YEŞİLLİKLER İÇİNDE KISMİ BOĞAZ MANZARALI KİRALIK,85,2+1,35000,11-07-2023,Arnavutköy,Arnavutköy Mh.,Arnavutköy Arnavutköy Mh.,28
Beşiktaş Kiralık Daire 1+1 EŞYALI MUHTEŞEM LOKASYON,65,1+1,14000,11-07-2023,Türkali,Muradiye Mah.,Türkali Muradiye Mah.,28
1.Levent te içi komple yenilenmiş bahçeli daire.,115,2+1,40000,14-07-2023,Levazım,Nisbetiye Mh.,Levazım Nisbetiye Mh.,28
Etilerde Merkezi Lokasyonda Kiralık Eşyalı 3+1 Daire,140,3+1,40000,11-07-2023,Etiler,NA,Etiler,28
FDN'den Çırağan 57 Residans'da Kiralık Loft 2+1 Lüks 220m2,248,2+1,187500,12-07-2023,Gayrettepe,Yıldız Mh.,Gayrettepe Yıldız Mh.,28
ETİLER CENGİZ TOPEL DE İŞ YERİNE DE UYGUN KİRALIK 3+1 DAİRE,105,3+1,27000,11-07-2023,Etiler,NA,Etiler,28
,,,NA,2023-07-20,,NA,,28
Etiler alkent yanında az katlı bahçeli binada bakımlı daire,100,2+1,32500,11-07-2023,Etiler,NA,Etiler,28
Bkm karşısı Eşyalı 1+1 Kiralık ara kat,65,1+1,16000,13-07-2023,Abbasağa,Sinanpaşa Mh.,Abbasağa Sinanpaşa Mh.,28
OTOYOLCULAR SİTESİNDE 4+1 DUBLEKS DAİRE KİRALIK,200,4+1,50000,11-07-2023,Levent,Konaklar Mah.,Levent Konaklar Mah.,28
İçi tamamen sıfırlanmış daire (aylık kiralamaya uygun),70,1+1,30000,11-07-2023,Ortaköy,Mecidiye Mah.,Ortaköy Mecidiye Mah.,28
MAÇKADA DUBLEKS DAİRE,150,3+2,37500,11-07-2023,Türkali,Vişnezade Mh.,Türkali Vişnezade Mh.,28
BEŞİKTAŞ BARBOROS BULVRINDA YILDIZ TEKNİK BAHÇEŞEHİR ÜNV YAKIN,75,2+1,16500,11-07-2023,Abbasağa,Cihannüma Mh.,Abbasağa Cihannüma Mh.,29
BEŞİTAŞ'TA MANZARALI FULL YENİLENMİŞ FERAH KİRALIK DAİRE,180,3+1,37500,11-07-2023,Gayrettepe,NA,Gayrettepe,29
Ulus Prestijli Lüx Sitede Muhteşem Bir Dublex,400,5+1,140000,13-07-2023,Levazım,Ulus Mah.,Levazım Ulus Mah.,29
NÜANS'TAN ORTAKÖY'DE CADDEYE YAKIN TEMİZ VE GENİŞ 3+1 DAİRE,120,3+1,28000,11-07-2023,Ortaköy,Mecidiye Mah.,Ortaköy Mecidiye Mah.,29
KİRALIK 2+1 DAİRE BEŞİKTAŞ TÜRKALİDE ÇARŞIYA 4 DAKİKA MESAFEDE,85,2+1,16000,11-07-2023,Türkali,Türkali Mh.,Türkali Türkali Mh.,29
Gayrettepe de Ferah Teras Kullanımlı Daire,75,2+1,35000,13-07-2023,Gayrettepe,NA,Gayrettepe,29
ETİLER'DE 2+1 KİRALIK EŞYALI / FULLY FURNISHED RENTAL COZY FLAT,80,2+1,22500,11-07-2023,Akatlar,Akat Mah.,Akatlar Akat Mah.,29
Kanyon Residence 4+1 230 m2 Daire Boş Kiralık / LUX,230,3.5+1,180000,11-07-2023,Levent,NA,Levent,29
LEVAZIM MAHALLESİ 3+1 135M3 MANZARALI BAKIMLI KİRALIK DAİRE,135,3+1,35000,12-07-2023,Levazım,Levazım Mh.,Levazım Levazım Mh.,29
ULUS SAVOY'DA KİRALIK 3+1 LÜKS DAİRE,165,3+1,140000,11-07-2023,Ortaköy,Ortaköy Mh.,Ortaköy Ortaköy Mh.,29
"49 REALTY'DEN SELENIUM RESİDENCE 3,5+1 KİRALIK BOŞ DAİRE",222,3.5+1,110000,11-07-2023,Gayrettepe,Dikilitaş Mh.,Gayrettepe Dikilitaş Mh.,29
Akatlar 5.Gazetecilerde möbleli daire,125,3+1,27500,11-07-2023,Akatlar,Akat Mah.,Akatlar Akat Mah.,29
XLARGE FULL EŞYALI 1+1ÜST KATTA TERASLI,50,1+1,25000,11-07-2023,Gayrettepe,NA,Gayrettepe,29
Akatlar Gazeteciler Sitesinde Mobilyalı Şahane Daire,120,3+1,30000,13-07-2023,Akatlar,Akat Mah.,Akatlar Akat Mah.,29
Beşiktaş Bebek 30 M2 1+0 Stüdyo Kiralık Daire,35,Stüdyo (1+0),8000,11-07-2023,Bebek,NA,Bebek,29
BEŞİKTAŞ YILDIZDA KÖŞE DAİRE,120,2+1,20000,11-07-2023,Abbasağa,Cihannüma Mh.,Abbasağa Cihannüma Mh.,29
Akatlar Gazetecilerde Eşyalı - Boş Manzaralı Ferah..,125,3+1,18000,11-07-2023,Akatlar,Akat Mah.,Akatlar Akat Mah.,29
GAYRETTEPE EŞYALI REZİDANS FULLY FURNISHED 2+1,88,2+1,36500,11-07-2023,Gayrettepe,NA,Gayrettepe,29
Bebek Tanova da Bogaz Manzarali Kiralik Daire,220,3+1,200000,11-07-2023,Bebek,NA,Bebek,29
ZORLU HOLDİNG ARKASINDA KİRALIK 2+1 YENİ DAİRE LEVENT METRO 6 DK,80,2+1,22500,12-07-2023,Levent,NA,Levent,29
ULUS ADNAN SAYGUN ÜZERİ SİTEDE EŞYALI KİRALIK 2+1,125,2+1,30000,12-07-2023,Levazım,Kültür Mh.,Levazım Kültür Mh.,30
Serencebey Yokuşu'nda Teraslı Manzaralı Tadilatlı Dubleks Daire,200,4+1,53000,11-07-2023,Gayrettepe,Yıldız Mh.,Gayrettepe Yıldız Mh.,30
ELİZ'DEN NİŞANTAŞI BEŞİKTAŞ ARASI KEYİFLİ BAHÇE KATI,110,2+1,25000,11-07-2023,Türkali,Muradiye Mah.,Türkali Muradiye Mah.,30
BEŞİKTAŞ DİKİLİTAŞ'TA ASANSÖRLÜ YENİ BİNADA EŞYALI 1+1 70M2,80,1+1,23000,11-07-2023,Gayrettepe,Dikilitaş Mh.,Gayrettepe Dikilitaş Mh.,30
TÜRK EĞİTİM VAKFI'NDAN ETİLER'DE KİRALIK DAİRE,182,4+1,63000,11-07-2023,Etiler,NA,Etiler,30
ÖZEL TASARIM KANYON VE ÖZDİLEK YANI SIFIR EŞYALI LÜKS DAİRE,65,1+1,25000,12-07-2023,Levent,NA,Levent,30
24 Saat Güvenlik Kişiye Özel Otopark 3+1 160 m2 Kiralık Daire,180,3+1,40000,11-07-2023,Akatlar,Akat Mah.,Akatlar Akat Mah.,30
Etiler Çamlıkta Yabancıya Manzaralı Ultra Lüks 2+1 Daire,200,2+1,140000,12-07-2023,Etiler,NA,Etiler,30
NET GAYRİMENKULDEN BOĞAZKÖPRÜSÜNÜN AYAKLARINDA KİRALIK DAİRE,110,2+1,25000,11-07-2023,Ortaköy,Ortaköy Mh.,Ortaköy Ortaköy Mh.,30
"Boğaziçi unv.ne yakin eve, ev arkadaşı arıyoruz.",130,3+1,7000,11-07-2023,Levazım,Nisbetiye Mh.,Levazım Nisbetiye Mh.,30
ORTAKÖY DEREBOYU CADDESİNDE BALKONLU 2+1 EŞYALI KİRALIK DAİRE,100,2+1,20000,12-07-2023,Ortaköy,Mecidiye Mah.,Ortaköy Mecidiye Mah.,30
WHITE GAYRİMENKUL DEN EŞYALI TEMİZ 4+1,200,4+1,38000,12-07-2023,Ortaköy,Mecidiye Mah.,Ortaköy Mecidiye Mah.,30
Etiler Akatlarda SIFIRLANMIŞ 3+1 *SAHİBİNDEN KİRALIK* daire,110,3+1,20000,10-07-2023,Akatlar,Akat Mah.,Akatlar Akat Mah.,30
"PRİVATE dan Merkezde , Teraslı büyük triplex-Tek yetkili",200,4+1,62500,12-07-2023,Bebek,NA,Bebek,30
ARNAVUTKÖY ÜVEZ SOKAKTA SAHİLE YAKIN 3&1,110,3+1,40000,10-07-2023,Arnavutköy,Arnavutköy Mh.,Arnavutköy Arnavutköy Mh.,30
Sahibinden Abbasağa'da Asansörlü 140m2 Kiralık Daire,150,3+1,34000,10-07-2023,Abbasağa,Abbasağa Mh.,Abbasağa Abbasağa Mh.,30
3+1.......120 M2 ....ÇİFT CEPHELİ.... ..BALKONLU,125,3+1,19500,13-07-2023,Türkali,Türkali Mh.,Türkali Türkali Mh.,30
Etiler'de Eşyalı 3+1 Ferah Daire,120,3+1,38500,10-07-2023,Etiler,NA,Etiler,30
Bebek'te 2+1 Kiralık - Harika Bahçe Kullanımlı,110,2+1,30000,10-07-2023,Bebek,NA,Bebek,30
'ATMACA' BEŞİKTAŞ IHLAMURDA SIFIR BİNADA KOT1 2+1,85,2+1,20000,11-07-2023,Türkali,Türkali Mh.,Türkali Türkali Mh.,30
"CADDE ÜZERİNDE,2.KAT,ASANS ÖRLÜ,3+1,115M2,ÇİFT CEPHELİ,BAKIMLI",119,3+1,26000,11-07-2023,Ortaköy,Ortaköy Mh.,Ortaköy Ortaköy Mh.,31
ETİLERDE OTOPARKLI 90 M2 KİRALIK ŞİRİN BAKIMLI BAHÇE KATI,90,2.5+1,30000,11-07-2023,Etiler,NA,Etiler,31
Ortaköy Dereboyunda 2+1 Eşyalı Daire,115,2+1,21000,10-07-2023,Ortaköy,Mecidiye Mah.,Ortaköy Mecidiye Mah.,31
DIKILITAS MERKEZE YAKIN ESYALI YADA ESYASIZ KULLANISLI DAIRE,65,1+1,14000,10-07-2023,Gayrettepe,Dikilitaş Mh.,Gayrettepe Dikilitaş Mh.,31
DİKİLİTAŞ EMİRHAN CADDESİNDE OTOPARKLI EŞYALI VEYA BOŞ DAİRE,80,2+1,18000,10-07-2023,Gayrettepe,Dikilitaş Mh.,Gayrettepe Dikilitaş Mh.,31
ETİLERDE OTOPARKLI BAKIMLI ARA KAT DAİRE BOĞAZİÇİNE ÇOK YAKIN,110,2+1,25500,11-07-2023,Etiler,NA,Etiler,31
YÜKSEL ÖNDER'DEN BEŞİKTAŞ MERKEZDE 3+1 KİRALIK DAİRE,110,3+1,25000,10-07-2023,Abbasağa,Sinanpaşa Mh.,Abbasağa Sinanpaşa Mh.,31
"LEB-İ DERYA BOĞAZ MNZRL,AZ KATLI 2+1 100M2 DENİZ MANZARALI DAİRE",100,2+1,35000,10-07-2023,Levazım,Ulus Mah.,Levazım Ulus Mah.,31
NİKAH DAİRESİ KARŞISI 4 YILLIK BİNADA,118,2+1,36000,10-07-2023,Türkali,Türkali Mh.,Türkali Türkali Mh.,31
BEŞİKTAŞ GAYRETTEPE'DE KİRALIK 4+1 DUBLEKS,150,4+1,60000,10-07-2023,Gayrettepe,NA,Gayrettepe,31
"Ortaköy'de Yıldız parkına yakın 5+1 bakımlı,teraslı daire",150,5+1,25000,10-07-2023,Ortaköy,Mecidiye Mah.,Ortaköy Mecidiye Mah.,31
ÇİMEN EMLAKTAN 2+1 SIFIR BİNADA KİRALIK FIRSAT DAİRE,100,2+1,25000,13-07-2023,Türkali,Vişnezade Mh.,Türkali Vişnezade Mh.,31
LEVENT 1+1 YENİ BİNADA EŞYALI OTOPAKLI ANKASTRELİ KİRALIK DAİRE,70,1+1,30000,10-07-2023,Levazım,Nisbetiye Mh.,Levazım Nisbetiye Mh.,31
Beşiktaş 3+1 Eşyalı Kiralık Daire I Furnished 3+1 Flat for Rent,150,3+1,37000,11-07-2023,Gayrettepe,NA,Gayrettepe,31
ABBASAĞA PARKINA & BAU ÜNV.'YE YAKIN FULL EŞYALI 2+1 KOMBİLİ TMZ,90,2+1,21500,10-07-2023,Abbasağa,Abbasağa Mh.,Abbasağa Abbasağa Mh.,31
Aydın Sitesi Zorlu AVM karşısında Kiralık 3+1,160,3+1,50000,10-07-2023,Levazım,Levazım Mh.,Levazım Levazım Mh.,31
USTADAN: ORTAKÖYDE ÇATI KATI TERASLI DENİZ MANZARALI ASANSÖRLÜ,55,1+1,19500,11-07-2023,Ortaköy,Ortaköy Mh.,Ortaköy Ortaköy Mh.,31
180 m2 BEŞİKTAŞ G.TEPE SIFIR TADİLATLI ASANSÖRLÜ 7.KAT3.5+1 DAİR,180,3.5+1,37500,10-07-2023,Gayrettepe,NA,Gayrettepe,31
"BEŞİKTAŞ ÇARŞI DA PARK MANZARALI 2+1, 2. KAT MOBİLYALI DAİRE",120,2+1,24000,10-07-2023,Abbasağa,Cihannüma Mh.,Abbasağa Cihannüma Mh.,31
Kiralık Mobilyalı Eşsiz Park Manzaralı FIRSAT 1+1 Daire,70,1+1,32000,10-07-2023,Türkali,Vişnezade Mh.,Türkali Vişnezade Mh.,31
Kiralık Mobilyalı Eşsiz Park Manzaralı FIRSAT 1+1 Daire,70,1+1,32000,10-07-2023,Türkali,Vişnezade Mh.,Türkali Vişnezade Mh.,32
Maçka Valideçeşme'de Kiralık 2+1 Önü Açık Lüks Daire,75,2+1,22000,10-07-2023,Türkali,Vişnezade Mh.,Türkali Vişnezade Mh.,32
